Year,FAFSA_CA_Dream_Act_Submitted,FAFSA_CA_Dream_Act_Completed,Cal_Grant_Submitted,Cal_Grant_Completed,Cal_Grant_Awarded,Enrollment,County,School_District,High_School,City
2022,371,357,351,341,136,583,Kern,Kern High,Stockdale High,Bakersfield
2023,345,320,323,308,111,583,Los Angeles,Glendora Unified,Glendora High,Glendora
2022,346,333,332,322,149,583,Santa Barbara,Santa Maria Joint Union High,Ernest Righetti High,Santa Maria
2022,346,334,335,327,96,582,Orange,Irvine Unified,Woodbridge High,Irvine
2022,464,430,447,416,248,582,Riverside,San Jacinto Unified,San Jacinto High,San Jacinto
2022,375,342,356,329,168,581,Los Angeles,Los Angeles Unified,San Pedro Senior High,San Pedro
2023,445,422,416,400,173,581,Los Angeles,Whittier Union High,La Serna High,Whittier
2023,312,308,303,302,48,581,Los Angeles,Manhattan Beach Unified,Mira Costa High,Manhattan Beach
2022,402,387,384,372,158,581,San Diego,San Diego Unified,Henry High,San Diego
2023,458,433,428,416,46,581,San Mateo,Sequoia Union High,Carlmont High,Belmont
2023,287,271,260,253,104,580,Contra Costa,Liberty Union High,Freedom High,Oakley
2023,371,353,355,339,72,580,Orange,Huntington Beach Union High,Edison High,Huntington Beach
2023,450,414,415,388,148,580,Sacramento,Sacramento City Unified,C. K. McClatchy High,Sacramento
2023,329,321,320,313,43,580,Santa Clara,Fremont Union High,Cupertino High,Cupertino
2023,474,451,443,424,238,579,Los Angeles,Alhambra Unified,Mark Keppel High,Alhambra
2022,438,422,431,416,269,579,Los Angeles,Alhambra Unified,Mark Keppel High,Alhambra
2022,289,275,5,5,2,579,Orange,Huntington Beach Union High,Marina High,Huntington Beach
2022,399,327,375,314,192,579,San Bernardino,Hesperia Unified,Oak Hills High,Oak Hills
2022,290,280,285,280,37,578,Contra Costa,San Ramon Valley Unified,San Ramon Valley High,Danville
2022,354,347,319,315,56,578,Los Angeles,Palos Verdes Peninsula Unified,Palos Verdes Peninsula High,Rolling Hills Est
2022,335,307,325,303,190,578,Riverside,Jurupa Unified,Patriot High,Jurupa Valley
2023,456,385,407,350,221,578,San Joaquin,Stockton Unified,Cesar Chavez High,Stockton
2022,338,322,322,313,37,578,Santa Clara,Fremont Union High,Cupertino High,Cupertino
2022,296,269,285,259,195,577,Los Angeles,Montebello Unified,Bell Gardens High,Bell Gardens
2023,513,491,492,476,174,577,Orange,Fullerton Joint Union High,Troy High,Fullerton
2023,436,381,399,351,251,577,Riverside,San Jacinto Unified,San Jacinto High,San Jacinto
2022,313,280,300,269,216,577,San Bernardino,San Bernardino City Unified,Arroyo Valley High,San Bernardino
2023,406,392,377,368,109,577,Yolo,Davis Joint Unified,Davis Senior High,Davis
2022,475,432,460,422,283,576,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,Los Angeles
2022,429,418,418,412,89,576,Placer,Rocklin Unified,Rocklin High,Rocklin
2023,276,263,254,244,130,576,San Diego,Grossmont Union High,Granite Hills High,El Cajon
2022,361,342,348,335,102,575,Orange,Tustin Unified,Foothill High,Santa Ana
2022,456,431,446,427,220,574,Fresno,Fresno Unified,Bullard High,Fresno
2022,367,356,358,349,140,574,Riverside,Murrieta Valley Unified,Murrieta Mesa High,Murrieta
2022,253,239,244,236,66,574,San Mateo,Sequoia Union High,Menlo-Atherton High,Atherton
2023,293,282,284,278,39,574,Santa Clara,Palo Alto Unified,Palo Alto High,Palo Alto
2022,370,361,361,355,56,573,San Diego,Poway Unified,Westview High,San Diego
2023,334,317,313,304,157,573,Santa Clara,East Side Union High,Silver Creek High,San Jose
2022,517,504,506,497,309,572,Fresno,Fresno Unified,Edison High,Fresno
2023,341,319,321,306,113,571,Kern,Kern High,Liberty High,Bakersfield
2022,264,231,260,227,167,571,Ventura,Oxnard Union High,Hueneme High,Oxnard
2023,566,531,533,506,329,570,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,Los Angeles
2023,540,514,507,490,221,570,Orange,Fullerton Joint Union High,Sunny Hills High,Fullerton
2022,368,343,345,329,142,570,Santa Barbara,Santa Barbara Unified,Santa Barbara Senior High,Santa Barbara
2022,365,334,348,326,139,569,Sacramento,Sacramento City Unified,C. K. McClatchy High,Sacramento
2022,492,463,485,458,341,569,San Bernardino,Fontana Unified,Fontana High,Fontana
2023,391,327,337,288,209,569,San Bernardino,San Bernardino City Unified,Arroyo Valley High,San Bernardino
2023,390,334,371,323,193,569,San Diego,San Diego Unified,San Diego High,San Diego
2023,452,433,425,420,112,568,Los Angeles,William S. Hart Union High,Saugus High,Saugus
2022,284,275,278,272,99,568,Orange,Newport-Mesa Unified,Newport Harbor High,Newport Beach
2023,358,335,323,313,147,568,Sacramento,Elk Grove Unified,Laguna Creek High,Elk Grove
2022,265,238,256,236,111,568,San Diego,Grossmont Union High,Granite Hills High,El Cajon
2023,303,279,281,263,56,568,Ventura,Conejo Valley Unified,Newbury Park High,Newbury Park
2023,270,261,242,238,70,567,Contra Costa,Liberty Union High,Heritage High,Brentwood
2023,375,350,355,337,118,567,Orange,Tustin Unified,Foothill High,Santa Ana
2022,362,344,348,337,127,567,San Diego,Sweetwater Union High,Olympian High,Chula Vista
2023,353,314,300,273,194,567,San Diego,Sweetwater Union High,Chula Vista Senior High,Chula Vista
2022,343,336,335,329,63,566,Alameda,Fremont Unified,Irvington High,Fremont
2023,519,468,489,443,256,566,San Bernardino,Rialto Unified,Wilmer Amina Carter High,Rialto
2022,369,361,347,343,81,566,San Diego,Poway Unified,Rancho Bernardo High,San Diego
2022,395,349,360,328,246,565,Kern,Kern High,South High,Bakersfield
2023,448,432,435,425,100,565,Orange,Irvine Unified,Northwood High,Irvine
2022,369,352,355,341,155,565,Sacramento,Elk Grove Unified,Laguna Creek High,Elk Grove
2022,403,377,390,369,170,564,San Diego,San Diego Unified,Mira Mesa High,San Diego
2023,402,365,363,338,167,564,Santa Barbara,Santa Barbara Unified,Santa Barbara Senior High,Santa Barbara
2023,410,370,367,336,213,563,Los Angeles,Montebello Unified,Schurr High,Montebello
2022,347,321,339,315,209,563,Orange,Tustin Unified,Tustin High,Tustin
2022,318,309,313,308,37,563,San Mateo,Sequoia Union High,Carlmont High,Belmont
2022,464,413,447,407,282,562,Los Angeles,Los Angeles Unified,Phineas Banning Senior High,Wilmington
2023,425,420,418,414,100,562,San Diego,San Dieguito Union High,San Dieguito HS Academy,Encinitas
2022,224,205,208,193,122,561,San Bernardino,Victor Valley Union High,Silverado High,Victorville
2023,397,385,397,385,111,560,Contra Costa,Contra Costa County Office of Education,Clayton Valley Charter High,Concord
2023,300,292,280,274,109,560,Orange,Newport-Mesa Unified,Newport Harbor High,Newport Beach
2023,379,366,361,357,63,560,San Diego,Poway Unified,Westview High,San Diego
2022,378,351,362,342,182,560,Stanislaus,Turlock Unified,Turlock High,Turlock
2022,328,308,322,304,169,560,Ventura,Oxnard Union High,Rio Mesa High,Oxnard
2022,265,259,265,259,64,559,Contra Costa,Contra Costa County Office of Education,Clayton Valley Charter High,Concord
2023,316,265,295,250,164,559,Orange,Santa Ana Unified,Century High,Santa Ana
2023,444,381,407,355,203,559,San Bernardino,Hesperia Unified,Oak Hills High,Oak Hills
2023,302,262,249,221,126,558,Los Angeles,Antelope Valley Union High,Lancaster High,Lancaster
2023,519,490,488,464,267,558,Riverside,Desert Sands Unified,La Quinta High,La Quinta
2022,320,288,309,282,146,558,San Diego,Grossmont Union High,Valhalla High,El Cajon
2023,446,419,425,406,122,557,Fresno,Clovis Unified,Clovis North High,Fresno
2022,311,291,294,280,130,557,Los Angeles,Burbank Unified,Burbank High,Burbank
2023,350,327,325,308,99,557,Riverside,Murrieta Valley Unified,Murrieta Valley High,Murrieta
2022,282,262,268,255,39,556,Alameda,Livermore Valley Joint Unified,Granada High,Livermore
2022,325,318,313,308,39,556,Alameda,Pleasanton Unified,Foothill High,Pleasanton
2022,270,261,251,243,96,556,Kern,Kern High,Centennial High,Bakersfield
2023,300,281,268,260,203,556,Kern,Kern High,East Bakersfield High,Bakersfield
2023,378,358,342,330,155,556,Los Angeles,Burbank Unified,Burbank High,Burbank
2022,334,296,320,287,179,556,Santa Cruz,Pajaro Valley Unified,Watsonville High,Watsonville
2022,331,304,318,298,147,556,Tulare,Visalia Unified,Redwood High,Visalia
2023,425,405,400,388,161,555,Kern,Kern High,Stockdale High,Bakersfield
2022,553,497,538,487,337,555,Riverside,Val Verde Unified,Orange Vista High,Perris
2023,411,375,391,358,246,554,Orange,Garden Grove Unified,Garden Grove High,Garden Grove
2023,438,413,403,384,211,554,San Bernardino,Fontana Unified,Summit High,Fontana
2022,301,286,289,278,88,554,Santa Clara,Mountain View-Los Altos Union High,Los Altos High,Los Altos
2022,512,456,501,450,316,553,Orange,Santa Ana Unified,Hector G. Godinez,Santa Ana
2022,260,246,248,241,36,553,Santa Clara,Los Gatos-Saratoga Union High,Los Gatos High,Los Gatos
2022,344,313,325,307,124,553,Stanislaus,Modesto City High,James C. Enochs High,Modesto
2023,410,368,386,351,156,553,Tulare,Visalia Unified,Redwood High,Visalia
2023,240,228,225,218,42,552,Alameda,Livermore Valley Joint Unified,Granada High,Livermore
2023,516,496,488,471,344,552,Orange,Garden Grove Unified,La Quinta High,Westminster
2023,484,394,454,376,278,552,Orange,Santa Ana Unified,Valley High,Santa Ana
2022,311,297,295,285,79,552,San Diego,Carlsbad Unified,Carlsbad High,Carlsbad
2022,323,287,307,274,194,552,San Joaquin,Stockton Unified,Cesar Chavez High,Stockton
2023,,,,,,552,Stanislaus,Stanislaus County Office of Education,Stanislaus Alternative Charter,Modesto
2022,344,317,334,309,115,551,Kern,Kern High,Liberty High,Bakersfield
2022,423,406,403,390,158,551,Los Angeles,Burbank Unified,Burroughs High,Burbank
2022,346,328,333,321,83,551,Ventura,Conejo Valley Unified,Westlake High,Westlake Village
2022,346,334,336,331,21,550,Alameda,Fremont Unified,Mission San Jose High,Fremont
2023,442,420,422,408,42,550,Alameda,Pleasanton Unified,Foothill High,Pleasanton
2022,95,88,95,88,50,550,Los Angeles,Acton-Agua Dulce Unified,Options for Youth-Acton,Fontana
2022,351,333,336,324,112,550,Sacramento,Natomas Unified,Inderkum High,Sacramento
2023,385,364,371,355,58,549,Alameda,Fremont Unified,Irvington High,Fremont
2023,460,444,437,425,163,549,Los Angeles,ABC Unified,Cerritos High,Cerritos
2022,363,346,348,340,49,549,Placer,Roseville Joint Union High,Granite Bay High,Granite Bay
2022,427,404,418,400,252,549,Sacramento,Elk Grove Unified,Monterey Trail High,Elk Grove
2023,368,349,338,328,81,549,Santa Clara,Mountain View-Los Altos Union High,Los Altos High,Los Altos
2023,331,308,301,288,79,548,Santa Clara,East Side Union High,Santa Teresa High,San Jose
2023,360,353,335,330,65,546,Los Angeles,Palos Verdes Peninsula Unified,Palos Verdes Peninsula High,Rolling Hills Est
2022,376,361,367,357,97,546,Orange,Orange Unified,Canyon High,Anaheim
2023,419,354,379,323,201,546,Riverside,Hemet Unified,Hemet High,Hemet
2023,358,333,336,318,80,546,Ventura,Conejo Valley Unified,Westlake High,Westlake Village
2023,535,501,510,485,353,545,Orange,Santa Ana Unified,Hector G. Godinez,Santa Ana
2022,321,296,304,283,72,545,Santa Clara,Fremont Union High,Fremont High,Sunnyvale
2022,430,411,408,399,280,544,Orange,Garden Grove Unified,Garden Grove High,Garden Grove
2022,350,325,336,315,184,544,San Diego,Escondido Union High,Escondido High,Escondido
2022,356,325,342,317,125,543,Los Angeles,William S. Hart Union High,William S. Hart High,Newhall
2022,442,408,429,398,218,543,Orange,Anaheim Union High,John F. Kennedy High,La Palma
2023,346,323,317,299,101,543,Orange,Huntington Beach Union High,Marina High,Huntington Beach
2023,289,247,262,228,142,543,Stanislaus,Modesto City High,Thomas Downey High,Modesto
2023,407,365,365,335,270,541,Kern,Kern High,South High,Bakersfield
2023,334,318,309,299,82,541,Placer,Roseville Joint Union High,Woodcreek High,Roseville
2023,378,356,347,333,130,540,Los Angeles,Claremont Unified,Claremont High,Claremont
2023,371,362,352,347,132,540,Orange,Irvine Unified,Woodbridge High,Irvine
2022,329,310,315,303,75,540,Placer,Roseville Joint Union High,Woodcreek High,Roseville
2023,508,470,482,447,340,539,Los Angeles,Los Angeles Unified,Bell Senior High,Bell
2023,293,274,269,255,132,539,San Bernardino,Apple Valley Unified,Apple Valley High,Apple Valley
2022,340,328,330,323,152,538,Kern,Kern High,Independence High,Bakersfield
2023,385,349,353,323,210,538,Los Angeles,Montebello Unified,Montebello High,Montebello
2023,317,303,1,1,,538,Placer,Rocklin Unified,Rocklin High,Rocklin
2023,509,456,471,428,286,537,Fresno,Fresno Unified,Edison High,Fresno
2023,386,365,354,342,143,537,San Bernardino,Redlands Unified,Redlands Senior High,Redlands
2023,476,421,440,390,250,537,San Bernardino,Rialto Unified,Eisenhower High,Rialto
2022,384,290,366,278,149,536,Los Angeles,Long Beach Unified,Jordan High,Long Beach
2022,334,324,320,314,133,536,Los Angeles,Walnut Valley Unified,Walnut High,Walnut
2022,366,341,349,332,94,536,Orange,Capistrano Unified,Capistrano Valley High,Mission Viejo
2023,358,334,330,312,129,536,Sacramento,Natomas Unified,Inderkum High,Sacramento
2023,484,439,449,413,205,535,Los Angeles,El Rancho Unified,El Rancho High,Pico Rivera
2023,411,379,389,362,220,535,Los Angeles,Rowland Unified,John A. Rowland High,Rowland Heights
2023,379,366,344,334,164,535,San Diego,Grossmont Union High,Valhalla High,El Cajon
2023,305,297,294,288,28,535,Santa Clara,Los Gatos-Saratoga Union High,Los Gatos High,Los Gatos
2022,277,247,250,229,104,533,Los Angeles,William S. Hart Union High,Golden Valley High,Santa Clarita
2023,311,293,293,282,77,532,San Mateo,Sequoia Union High,Menlo-Atherton High,Atherton
2023,413,354,382,336,198,532,Santa Cruz,Pajaro Valley Unified,Watsonville High,Watsonville
2023,524,490,500,473,265,531,Orange,Santa Ana Unified,Segerstrom High,Santa Ana
2022,399,389,385,379,97,531,Orange,Irvine Unified,Northwood High,Irvine
2023,434,379,403,358,253,531,Riverside,Jurupa Unified,Patriot High,Jurupa Valley
2022,429,402,415,395,230,530,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic,Sun Valley
2023,307,283,279,262,179,530,San Bernardino,Chaffey Joint Union High,Colony High,Ontario
2022,304,293,292,282,74,530,Santa Clara,East Side Union High,Santa Teresa High,San Jose
2022,341,336,330,327,99,529,Los Angeles,Torrance Unified,South High,Torrance
2023,386,349,349,317,174,529,Riverside,Corona-Norco Unified,Corona High,Corona
2022,252,245,250,244,89,529,San Mateo,Sequoia Union High,Sequoia High,Redwood City
2023,358,341,324,315,133,528,Los Angeles,Culver City Unified,Culver City High,Culver City
2022,298,283,286,276,77,528,San Diego,Poway Unified,Poway High,Poway
2023,335,304,303,280,115,528,San Joaquin,Tracy Joint Unified,Merrill F. West High,Tracy
2022,298,283,289,277,83,527,Orange,Capistrano Unified,Dana Hills High,Dana Point
2022,345,335,330,325,110,527,Riverside,Murrieta Valley Unified,Murrieta Valley High,Murrieta
2022,330,295,322,290,139,527,San Diego,Escondido Union High,San Pasqual High,Escondido
2022,216,198,205,190,104,527,Solano,Fairfield-Suisun Unified,Armijo High,Fairfield
2022,270,257,257,248,157,525,Kern,Kern High,Foothill High,Bakersfield
2023,380,356,356,336,155,525,Riverside,Murrieta Valley Unified,Murrieta Mesa High,Murrieta
2022,336,312,319,304,133,524,San Bernardino,Redlands Unified,Redlands Senior High,Redlands
2023,241,219,214,201,98,524,Stanislaus,Modesto City High,Joseph A. Gregori High,Modesto
2023,456,409,430,391,277,523,Los Angeles,Centinela Valley Union High,Lawndale High,Lawndale
2023,362,342,336,322,99,523,Orange,Irvine Unified,University High,Irvine
2023,368,331,332,300,220,523,San Bernardino,Chaffey Joint Union High,Ontario High,Ontario
2022,347,329,342,327,218,523,San Bernardino,Rialto Unified,Wilmer Amina Carter High,Rialto
2022,283,252,265,240,174,522,Riverside,Alvord Unified,Norte Vista High,Riverside
2022,262,252,253,243,116,522,San Bernardino,Redlands Unified,Citrus Valley High,Redlands
2023,380,350,352,332,128,522,San Diego,Sweetwater Union High,Olympian High,Chula Vista
2022,320,303,308,294,145,522,San Diego,Vista Unified,Vista High,Vista
2022,316,296,306,289,216,521,Los Angeles,El Monte Union High,Rosemead High,Rosemead
2023,420,392,395,375,172,521,Los Angeles,Walnut Valley Unified,Walnut High,Walnut
2022,258,247,241,234,112,521,San Luis Obispo,Lucia Mar Unified,Arroyo Grande High,Arroyo Grande
2023,363,340,336,317,170,520,Sacramento,Sacramento City Unified,John F. Kennedy High,Sacramento
2022,363,324,354,318,131,520,San Diego,Sweetwater Union High,Bonita Vista Senior High,Chula Vista
2023,448,417,415,392,191,519,Orange,Anaheim Union High,John F. Kennedy High,La Palma
2022,435,423,425,415,289,519,Orange,Garden Grove Unified,La Quinta High,Westminster
2023,420,404,399,387,77,519,Placer,Rocklin Unified,Whitney High,Rocklin
2022,269,240,251,230,147,519,Riverside,Hemet Unified,Hemet High,Hemet
2023,311,298,269,263,93,518,Kern,Kern High,Centennial High,Bakersfield
2022,415,349,399,339,217,518,San Bernardino,Rialto Unified,Eisenhower High,Rialto
2023,422,385,392,367,177,518,San Diego,San Diego Unified,Mira Mesa High,San Diego
2022,472,443,458,434,265,516,Los Angeles,Los Angeles Unified,John Marshall Senior High,Los Angeles
2023,416,393,397,379,205,516,San Francisco,San Francisco Unified,Washington (George) High,San Francisco
2022,420,400,411,394,226,516,San Francisco,San Francisco Unified,Washington (George) High,San Francisco
2022,231,219,217,209,29,516,Santa Clara,Palo Alto Unified,Palo Alto High,Palo Alto
2022,191,177,181,173,58,516,Ventura,Simi Valley Unified,Royal High,Simi Valley
2023,247,243,236,235,18,515,Contra Costa,San Ramon Valley Unified,San Ramon Valley High,Danville
2022,294,261,283,258,115,515,Orange,Fullerton Joint Union High,La Habra High,La Habra
2023,365,336,339,319,149,515,Santa Barbara,Santa Barbara Unified,San Marcos Senior High,Santa Barbara
2023,371,352,352,342,92,514,Orange,Orange Unified,Canyon High,Anaheim
2023,328,307,319,302,99,514,Solano,Fairfield-Suisun Unified,Angelo Rodriguez High,Fairfield
